OBJECTID,St_label,StreetName,Labelside
20741,Tenth Avenue,W 52nd St,L
20743,Tenth Avenue,W 53rd St,L
20744,Tenth Avenue,W 53rd St,L
20745,Tenth Avenue,W 54th St,R
20753,Tenth Avenue,W 55th St,R
20754,Tenth Avenue,W 54th St,L
20758,Tenth Avenue,W 55th St,L
20759,Tenth Avenue,W 55th St,R
20761,Tenth Avenue,W 55th St,L
20763,Tenth Avenue,W 56th St,R
20764,Tenth Avenue,W 56th St,R
20775,Tenth Avenue,W 58th St,R
20785,Tenth Avenue,W 58th St,L
20787,Tenth Avenue,Amsterdam Ave,R
20789,Tenth Avenue,W 59th St,L
20790,Tenth Avenue,W 60th St,L
20791,Tenth Avenue,Amsterdam Ave,L
20792,Tenth Avenue,Amsterdam Ave,R
20793,Chambers Street,,R
20810,Amsterdam Avenue,W 92nd St,R
20892,Tenth Avenue,11th Ave,L
20897,Ninth Avenue,W 24th St,L
20898,Ninth Avenue,W 24th St,L
20899,Ninth Avenue,W 24th St,L
20906,Ninth Avenue,W 25th St,L
20907,Ninth Avenue,W 25th St,L
20908,Ninth Avenue,W 24th St,R
20913,Ninth Avenue,W 25th St,R
20914,Eighth Avenue,W 30th St,
20920,Varick Street,Carmine St,R
20924,West Broadway,Lispenard St,R
20925,West Broadway,,L
20926,West Broadway,Reade St,R
20934,Lafayette Street,Mulberry St,
20945,Columbus Avenue,W 60th St,L
20948,Columbus Avenue,W 59th St,L
20957,Eighth Avenue,W 13th St,L
20962,Broadway,W 29th St,L
20964,Broadway,W 47th St,R
20967,SixthAvenue,W 56th St,L
20980,Broadway,Franklin St,
20985,Mulberry Street,Jersey St,L
20988,SixthAvenue,W 20th St,L
20997,Third Avenue,E 86th St,L
21007,Madison Avenue,E 85th St,
21010,Madison Avenue,E 91st St,
21012,Lexington Avenue,E 21st St,L
21027,Lexington Avenue,E 24th St,R
21028,Lexington Avenue,E 24th St,
21037,Lexington Avenue,E 25th St,R
21061,Lexington Avenue,E 28th St,L
21070,Lexington Avenue,E 28th St,L
21071,Lexington Avenue,E 28th St,
21072,Lexington Avenue,Restaurant,L
21077,Lexington Avenue,E 29th St,L
21078,Lexington Avenue,E 28th St,R
21098,Lexington Avenue,E 41st St,L
21100,Lexington Avenue,E 50th St,R
21111,Lexington Avenue,E 60th St,
21113,Lexington Avenue,E 61st St,Lft
21119,Lexington Avenue,E 61st St,Rt
21128,Lexington Avenue,E 62nd St,Rt
21131,Lexington Avenue,E 62nd St,Lft
21135,Lexington Avenue,E 64th St,Rt
21145,Lexington Avenue,E 65th St,Lft
21146,Lexington Avenue,E 65th St,L
21149,Lexington Avenue,E 70th St,Lft
21154,Lexington Avenue,E 70th St,Rt
21160,Essex Street,,L
21161,Essex Street,Stanton St,L
21163,Essex Street,Stanton St,L
21173,Essex Street,Rivington St,
21177,Essex Street,Rivington St,L
21178,Essex Street,Rivington St,L
21189,Delancey Street,Essex St,L
21193,Essex Street,Grand St,L
21211,Essex Street,Hester St,L
21213,Essex Street,Hester St,L
21214,Essex Street,Hester St,L
21222,Essex Street,Canal St,L
21257,Stanton Street,Ludlow St,L
21280,Stanton Street,Norfolk St,L
21308,Eighth Avenue,W 16th St,L
21316,Attorney Street,Stanton St,
21343,Fifth Avenue,W 49th St,
21344,Third Avenue,E 22nd St,
21349,Third Avenue,E 56th St,L
21351,Third Avenue,E 45th St,R
21378,Grand Street,Grocery,R
21417,Grand Street,Ludlow St,L
21418,Grand Street,Orchard St,R
21435,Grand Street,Quick Service Restaurant,L
21464,Grand Street,Pitt St,R
21469,Grand Street,Pitt St,R
21471,Grand Street,E Broadway,L
21497,Forsyth Street,Hester St,R
21498,Forsyth Street,,R
21514,Forsyth Street,Broome St,R
21577,Broome Street,Home Improvement,L
21581,Broome Street,Caf??,R
21615,Broome Street,Ludlow St,R
21631,Mercer Street,W 4th St,L
21655,West Broadway,Laguardia Pl,
21656,West Broadway,Laguardia Pl,L
21657,West Broadway,Laguardia Pl,L
21658,West Broadway,Laguardia Pl,L
21659,West Broadway,Laguardia Pl,L
21660,West Broadway,Laguardia Pl,L
21661,West Broadway,Laguardia Pl,L
21662,West Broadway,Laguardia Pl,L
21663,West Broadway,Laguardia Pl,L
21664,West Broadway,Laguardia Pl,L
21665,West Broadway,Laguardia Pl,L
21666,West Broadway,W 3rd St,L
21669,Second Avenue,,R
21678,First Avenue,E 79th St,L
21689,Grand Street,Thompson St,L
21734,Lafayette Street,Howard St,L
21806,14th Street,Other,R
21807,14th Street,,
21808,14th Street,,L
21809,14th Street,Washington St,L
21824,14th Street,,
21825,14th Street,,L
21833,Bleeker Street,Carmine St,L
21839,Bleeker Street,Morton St,L
21840,Bleeker Street,Morton St,L
21847,Bleeker Street,Barrow St,L
21848,Bleeker Street,Barrow St,L
21855,Bleeker Street,Grove St,L
21856,Bleeker Street,Grove St,L
21862,Bleeker Street,Christopher St,L
21863,Bleeker Street,Christopher St,L
21869,Bleeker Street,W 10th St,L
21873,Bleeker Street,Charles St,L
21881,Bleeker Street,Perry St,L
21903,Bleeker Street,Cornelia St,R
21915,Bleeker Street,Jones St,R
21938,Bleeker Street,W 10th St,R
21941,Bleeker Street,W 10th St,R
21956,Bleeker Street,Perry St,
21971,Bleeker Street,Christopher St,L
22000,Seventh Avenue,Christopher St,L
22014,Christopher Street,Other,R
22017,Christopher Street,11/11/2015,R
22035,Seventh Avenue,Christopher St,L
22065,Eighth Avenue,Horatio St,R
22073,Eighth Avenue,Jane St,R
22074,Eighth Avenue,Jane St,R
22078,Eighth Avenue,W 12th St,R
22079,Eighth Avenue,W 12th St,R
22087,Eighth Avenue,Horatio St,L
22088,Eighth Avenue,W 4th St,L
22089,Eighth Avenue,W 4th St,L
22090,Eighth Avenue,W 4th St,L
22093,Eighth Avenue,Jane St,L
22127,Gansevoort Street,9th Ave,R
22128,Greenwich Avenue,Horatio St,L
22132,Greenwich Avenue,Jane St,L
22133,Greenwich Avenue,Jane St,L
22134,Greenwich Avenue,Jane St,L
22135,Greenwich Avenue,Jane St,L
22137,Greenwich Avenue,W 12th St,L
22138,Greenwich Avenue,W 12th St,L
22140,Greenwich Avenue,Bank St,L
22141,Greenwich Avenue,Bank St,L
22142,Greenwich Avenue,Bank St,L
22143,Greenwich Avenue,Bank St,L
22149,Greenwich Avenue,Perry St,L
22150,Greenwich Avenue,Perry St,L
22159,Greenwich Avenue,Charles St,L
22160,Greenwich Avenue,Charles St,L
22166,Greenwich Avenue,W 10th St,L
22167,Greenwich Avenue,W 10th St,L
22168,Greenwich Avenue,W 10th St,L
22169,Greenwich Avenue,W 10th St,L
22175,Greenwich Avenue,Christopher St,L
22178,Greenwich Street,Horatio St,L
22179,Greenwich Street,Horatio St,L
22180,Greenwich Street,W 11th St,L
22182,Greenwich Street,Perry St,L
22183,Greenwich Street,Charles St,L
22187,Greenwich Street,Christopher St,L
22189,Greenwich Street,Barrow St,L
22193,Greenwich Street,Jane St,R
22196,Greenwich Street,W 11th St,R
22197,Greenwich Street,Perry St,R
22198,Greenwich Street,Christopher St,R
22199,Hudson Street,Charlton St,R
22202,Hudson Street,King St,R
22203,Hudson Street,King St,R
22204,Hudson Street,Leroy St,R
22205,Hudson Street,Leroy St,R
22207,Hudson Street,Morton St,R
22208,Hudson Street,Morton St,R
22209,Hudson Street,Morton St,R
22210,Hudson Street,Morton St,R
22215,Hudson Street,Barrow St,R
22216,Hudson Street,Charlton St,L
22220,Hudson Street,W Houston St,L
22221,Hudson Street,Clarkson St,L
22222,Hudson Street,Leroy St,L
22223,Hudson Street,Morton St,L
22224,Hudson Street,Christopher St,R
22232,Hudson Street,W 10th St,R
22235,Hudson Street,W 10th St,
22236,Hudson Street,Charles St,R
22240,Hudson Street,Perry St,R
22241,Hudson Street,Perry St,R
22242,Hudson Street,Perry St,R
22247,Hudson Street,W 11th St,R
22249,Hudson Street,Christopher St,L
22252,Hudson Street,W 10th St,L
22253,Hudson Street,W 10th St,L
22259,Hudson Street,Charles St,L
22260,Hudson Street,Charles St,L
22265,Hudson Street,Perry St,L
22266,Hudson Street,Perry St,L
22267,Hudson Street,Perry St,L
22268,Hudson Street,Perry St,L
22273,Hudson Street,W 11th St,L
22274,Hudson Street,W 11th St,L
22275,Hudson Street,W 11th St,L
22280,Hudson Street,Bank St,L
22281,Hudson Street,Bank St,L
22282,Hudson Street,Horatio St,L
22290,Gansevoort Street,Hudson St,R
22292,Hudson Street,Jane St,R
22293,Hudson Street,Jane St,R
22298,Hudson Street,Horatio St,R
22299,Hudson Street,Horatio St,R
22300,Hudson Street,Horatio St,
22302,Hudson Street,Bank St,L
22303,Hudson Street,Bethune St,L
22307,Hudson Street,W 12th St,
22308,Hudson Street,W 12th St,L
22313,Hudson Street,Jane St,L
22314,Hudson Street,Jane St,L
22317,Hudson Street,W 10th St,L
22318,Hudson Street,Christopher St,R
22319,Hudson Street,Christopher St,R
22323,Greenwich Street,Washington St,R
22324,Hudson Street,Barrow St,R
22331,12th Street,Washington St,
22332,Ninth Avenue,Gansevoort St,L
22339,Ninth Avenue,Hudson St,R
22341,Ninth Avenue,W 13th St,R
22343,14th Street,9th Ave,L
22345,Ninth Avenue,W 13th St,L
22348,Ninth Avenue,Little West 12th St,
22349,Ninth Avenue,Little West 12th St,L
22355,Ninth Avenue,Gansevoort St,L
22360,Varick Street,Charlton St,L
22362,Varick Street,Charlton St,L
22363,Varick Street,Downing St,R
22364,Varick Street,W Houston St,R
22365,Varick Street,W Houston St,R
22366,Varick Street,W Houston St,R
22370,Varick Street,King St,R
22371,Varick Street,King St,R
22373,Varick Street,Charlton St,R
22374,Seventh Avenue,W 11th St,L
22377,Seventh Avenue,Waverly Pl,L
22378,Seventh Avenue,Waverly Pl,L
22379,Seventh Avenue,Perry St,L
22384,Seventh Avenue,Charles St,L
22385,Seventh Avenue,Charles St,L
22386,Seventh Avenue,Charles St,L
22387,Seventh Avenue,Charles St,
22389,Seventh Avenue,W 10th St,L
22390,Seventh Avenue,W 4th St,L
22391,Seventh Avenue,W 4th St,L
22392,Seventh Avenue,W 4th St,L
22393,Seventh Avenue,Christopher St,L
22394,Seventh Avenue,Grove St,L
22395,Seventh Avenue,Grove St,L
22398,Seventh Avenue,Grove St,L
22401,Seventh Avenue,Bleecker St,L
22402,Seventh Avenue,Barrow St,L
22403,Seventh Avenue,Commerce St,L
22406,Seventh Avenue,Morton St,L
22407,Varick Street,Clarkson St,L
22409,Varick Street,W Houston St,L
22410,Seventh Avenue,Perry St,R
22414,Seventh Avenue,Barrow St,R
22417,Varick Street,W Houston St,L
22418,Seventh Avenue,Grove St,L
22419,Seventh Avenue,Grove St,L
22420,Seventh Avenue,Perry St,R
22421,Seventh Avenue,Perry St,R
22424,Seventh Avenue,Waverly Pl,R
22425,Seventh Avenue,Charles St,R
22426,Seventh Avenue,Charles St,R
22430,Seventh Avenue,W 10th St,R
22431,Seventh Avenue,W 10th St,R
22434,Seventh Avenue,Christopher St,R
22435,Seventh Avenue,Grove St,R
22436,Seventh Avenue,Grove St,R
22440,Seventh Avenue,Barrow St,R
22441,Seventh Avenue,Barrow St,
22442,Seventh Avenue,Barrow St,
22443,Seventh Avenue,Bleecker St,R
22445,Seventh Avenue,Bleecker St,R
22447,Seventh Avenue,Morton St,R
22448,Seventh Avenue,Morton St,R
22450,Seventh Avenue,Leroy St,R
22451,Seventh Avenue,Leroy St,R
22454,Varick Street,Carmine St,R
22455,Varick Street,Carmine St,R
22456,Varick Street,Carmine St,R
22458,Varick Street,Downing St,R
22459,Varick Street,Downing St,R
22460,Seventh Avenue,W 11th St,L
22468,SixthAvenue,Bedford St,L
22470,SixthAvenue,Downing St,L
22471,SixthAvenue,Carmine St,L
22472,SixthAvenue,Carmine St,L
22489,SixthAvenue,Cornelia St,L
22490,SixthAvenue,Cornelia St,L
22491,SixthAvenue,W 4th St,L
22497,SixthAvenue,Washington Pl,L
22501,SixthAvenue,Waverly Pl,L
22502,SixthAvenue,Waverly Pl,L
22503,SixthAvenue,Waverly Pl,L
22514,Tenth Avenue,W 14th St,R
22521,Washington Street,W 13th St,R
22523,Washington Street,Little West 12th St,R
22532,Washington Street,Horatio St,R
22534,Washington Street,W 12th St,R
22535,Washington Street,W 12th St,R
22536,Washington Street,Bethune St,R
22537,Washington Street,Bank St,R
22539,12th Street,,L
22540,Washington Street,,L
22541,Washington Street,,L
22543,Washington Street,Horatio St,L
22558,34th Street,Queens Midtown Tunnel Exit,R
22559,34th Street,Queens Midtown Tunnel Exit,R
22638,34th Street,I-495 E,R
22645,First Avenue,E 28th St,
22646,Fifth Avenue,E 27th St,R
22650,Fifth Avenue,E 28th St,R
22651,Fifth Avenue,E 28th St,R
22656,Fifth Avenue,E 29th St,R
22662,Fifth Avenue,E 30th St,R
22663,Fifth Avenue,E 30th St,R
22665,Fifth Avenue,E 31st St,R
22666,Fifth Avenue,E 31st St,R
22667,Fifth Avenue,E 31st St,
22672,Fifth Avenue,E 32nd St,R
22673,Fifth Avenue,E 32nd St,R
22675,Fifth Avenue,E 33rd St,R
22676,Fifth Avenue,E 33rd St,R
22677,Fifth Avenue,E 33rd St,R
22684,Fifth Avenue,E 29th St,R
22685,Fifth Avenue,E 35th St,R
22693,Fifth Avenue,E 36th St,R
22694,Fifth Avenue,E 36th St,R
22698,Fifth Avenue,E 37th St,R
22699,Fifth Avenue,E 37th St,R
22703,Fifth Avenue,E 38th St,R
22704,Fifth Avenue,E 38th St,R
22709,Fifth Avenue,E 39th St,R
22714,Fifth Avenue,E 32nd St,
22719,First Avenue,1st Ave Loop,R
22728,Lexington Avenue,E 39th St,R
22734,Lexington Avenue,E 38th St,R
22740,Lexington Avenue,10/25/2007,R
22754,Lexington Avenue,E 33rd St,L
22757,Lexington Avenue,E 32nd St,L
22758,Lexington Avenue,E 32nd St,L
22765,Lexington Avenue,E 31st St,L
22766,Lexington Avenue,E 31st St,L
22767,Lexington Avenue,E 31st St,L
22773,Lexington Avenue,E 30th St,L
22774,Lexington Avenue,E 30th St,L
22775,Lexington Avenue,E 40th St,L
22782,Lexington Avenue,E 39th St,L
22783,Lexington Avenue,E 39th St,L
22784,Lexington Avenue,E 39th St,L
22790,Lexington Avenue,E 37th St,L
22801,Lexington Avenue,E 33rd St,L
22803,Lexington Avenue,E 38th St,L
22805,Lexington Avenue,E 32nd St,R
22806,Lexington Avenue,E 32nd St,R
22808,Lexington Avenue,E 31st St,R
22809,Lexington Avenue,E 31st St,R
22825,Madison Avenue,E 33rd St,R
22828,Madison Avenue,E 34th St,R
22840,Madison Avenue,E 38th St,R
22843,Madison Avenue,E 39th St,R
22849,Madison Avenue,E 35th St,R
22855,Madison Avenue,E 28th St,L
22856,Madison Avenue,E 27th St,L
22858,Madison Avenue,E 30th St,L
22861,Madison Avenue,E 31st St,L
22863,Madison Avenue,E 32nd St,L
22864,Madison Avenue,E 32nd St,L
22866,Madison Avenue,E 33rd St,L
22869,Madison Avenue,E 35th St,L
22871,Madison Avenue,E 36th St,L
22874,Madison Avenue,E 37th St,L
22875,Madison Avenue,E 37th St,L
22876,Madison Avenue,E 37th St,L
22879,Madison Avenue,E 39th St,L
22881,Madison Avenue,E 40th St,L
22882,Madison Avenue,E 29th St,L
22885,Park Avenue,E 32nd St,R
22887,Park Avenue,E 33rd St,
22896,Park Avenue,E 37th St,R
22899,Park Avenue,E 38th St,R
22907,Park Avenue,E 32nd St,L
22913,Park Avenue,E 33rd St,L
22914,Park Avenue,E 33rd St,L
22918,Park Avenue,E 34th St,L
22928,Park Avenue,E 37th St,L
22931,Park Avenue,E 39th St,L
22933,Park Avenue,E 40th St,L
22934,Park Avenue,E 30th St,R
22939,Park Avenue,E 31st St,R
22940,Park Avenue,E 31st St,R
22943,Park Avenue,E 32nd St,R
22944,Park Avenue,E 27th St,L
22946,Lexington Avenue,E 27th St,L
22947,Park Avenue,E 28th St,L
22952,Park Avenue,E 29th St,
22953,Park Avenue,E 29th St,L
22954,Park Avenue,E 29th St,L
22959,Park Avenue,E 30th St,L
22960,Park Avenue,E 30th St,L
22961,Park Avenue,E 30th St,
22966,Park Avenue,E 31st St,L
22967,Park Avenue,E 31st St,L
22986,Park Avenue,E 29th St,R
22993,Park Avenue,E 32nd St,L
22996,Park Avenue,E 34th St,R
23003,Second Avenue,E 29th St,R
23007,Second Avenue,E 30th St,R
23008,Second Avenue,E 30th St,R
23014,Second Avenue,E 33rd St,R
23017,Second Avenue,E 34th St,R
23021,Second Avenue,E 38th St,R
23022,Second Avenue,E 38th St,R
23036,Second Avenue,E 28th St,L
23041,Second Avenue,E 29th St,L
23044,Second Avenue,E 30th St,L
23051,Second Avenue,E 31st St,L
23052,Second Avenue,E 31st St,L
23060,Second Avenue,E 32nd St,L
23061,Second Avenue,E 32nd St,L
23063,Second Avenue,E 33rd St,L
23064,Second Avenue,E 33rd St,L
23081,Second Avenue,E 35th St,L
23082,Second Avenue,E 35th St,L
23090,Second Avenue,E 36th St,L
23096,Second Avenue,E 38th St,L
23097,Second Avenue,E 38th St,L
23106,Second Avenue,E 39th St,L
23107,Second Avenue,E 39th St,L
23111,Second Avenue,E 40th St,L
23118,Second Avenue,,R
23120,Third Avenue,E 38th St,R
23126,Third Avenue,E 39th St,R
23128,Third Avenue,E 40th St,R
23134,Third Avenue,E 39th St,L
23135,Third Avenue,E 39th St,L
23136,Third Avenue,E 39th St,L
23141,Third Avenue,E 27th St,R
23147,Third Avenue,E 28th St,R
23148,Third Avenue,E 28th St,R
23155,Third Avenue,E 29th St,R
23156,Third Avenue,E 29th St,R
23161,Third Avenue,E 30th St,R
23162,Third Avenue,E 30th St,R
23167,Third Avenue,E 31st St,R
23168,Third Avenue,E 31st St,R
23169,Third Avenue,E 31st St,R
23171,Third Avenue,E 32nd St,R
23177,Third Avenue,E 33rd St,R
23178,Third Avenue,E 33rd St,R
23179,Third Avenue,E 33rd St,R
23186,Third Avenue,E 34th St,R
23195,Third Avenue,E 35th St,R
23206,Third Avenue,E 36th St,R
23212,Third Avenue,E 37th St,R
23213,Third Avenue,E 37th St,R
23218,Third Avenue,E 26th St,L
23226,Third Avenue,E 27th St,L
23227,Third Avenue,E 27th St,L
23228,Third Avenue,E 27th St,L
23235,Third Avenue,E 28th St,L
23242,Third Avenue,E 29th St,L
23247,Third Avenue,E 30th St,L
23248,Third Avenue,E 30th St,L
23256,Third Avenue,E 31st St,L
23262,Third Avenue,E 32nd St,L
23263,Third Avenue,E 32nd St,L
23264,Third Avenue,E 32nd St,L
23272,Third Avenue,E 33rd St,L
23273,Third Avenue,E 33rd St,L
23274,Third Avenue,E 33rd St,L
23283,Third Avenue,E 35th St,L
23287,Third Avenue,E 36th St,L
23288,Third Avenue,E 36th St,L
23293,Third Avenue,E 37th St,L
23294,Third Avenue,E 37th St,L
23299,Third Avenue,E 38th St,L
23300,Third Avenue,E 38th St,R
23301,Third Avenue,E 37th St,
23303,Third Avenue,E 32nd St,R
23318,42nd Street,Lexington Ave,L
23324,42nd Street,Park Ave,L
23336,42nd Street,Madison Ave,L
23372,Fifth Avenue,E 47th St,R
23377,Fifth Avenue,E 48th St,R
23382,Fifth Avenue,E 49th St,R
23384,Fifth Avenue,E 40th St,R
23388,Fifth Avenue,E 41st St,R
23389,Fifth Avenue,E 41st St,R
23398,Fifth Avenue,E 42nd St,R
23399,Fifth Avenue,E 43rd St,R
23400,Tenth Avenue,W 47th St,L
23402,Fifth Avenue,E 44th St,R
23407,Fifth Avenue,E 45th St,R
23408,Fifth Avenue,E 45th St,
23409,Fifth Avenue,E 45th St,R
23412,Fifth Avenue,E 46th St,R
23413,Fifth Avenue,E 46th St,
23416,Fifth Avenue,E 47th St,
23417,Eighth Avenue,W 41st St,L
23422,First Avenue,E 49th St,L
23423,First Avenue,E 49th St,L
23430,Lexington Avenue,E 40th St,R
23434,Lexington Avenue,E 41st St,L
23435,Lexington Avenue,E 41st St,L
23440,Lexington Avenue,E 40th St,L
23447,Lexington Avenue,E 44th St,R
23453,Lexington Avenue,E 45th St,R
23454,Lexington Avenue,E 45th St,R
23464,Lexington Avenue,E 46th St,R
23469,Lexington Avenue,E 47th St,R
23478,Lexington Avenue,E 48th St,R
23498,Lexington Avenue,E 46th St,L
23501,Lexington Avenue,E 47th St,L
23506,Lexington Avenue,E 48th St,L
23508,47th Street,Lexington Ave,L
23515,Madison Avenue,E 42nd St,R
23517,Madison Avenue,E 43rd St,
23520,Madison Avenue,E 44th St,R
23522,Madison Avenue,E 45th St,R
23523,Madison Avenue,E 45th St,R
23530,Madison Avenue,E 46th St,R
23532,Madison Avenue,E 47th St,
23537,Madison Avenue,E 49th St,R
23538,Madison Avenue,E 40th St,R
23545,Madison Avenue,E 41st St,R
23546,Madison Avenue,E 41st St,
23548,Madison Avenue,E 41st St,R
23555,Madison Avenue,E 43rd St,L
23556,Madison Avenue,E 43rd St,L
23560,Madison Avenue,E 44th St,L
23561,Madison Avenue,E 45th St,L
23563,Madison Avenue,E 46th St,L
23564,Madison Avenue,E 47th St,L
23565,Madison Avenue,E 47th St,L
23570,Madison Avenue,E 48th St,L
23574,Madison Avenue,E 49th St,L
23575,Madison Avenue,E 49th St,L
23579,Madison Avenue,E 50th St,L
23581,Madison Avenue,E 41st St,L
23584,Madison Avenue,E 48th St,L
23589,Park Avenue,E 40th St,L
23592,Park Avenue,E 41st St,L
23595,Park Avenue,E 46th St,L
23610,Park Avenue,E 46th St,R
23611,Park Avenue,E 48th St,R
23614,Park Avenue,E 47th St,R
23615,Park Avenue,E 48th St,
23617,Second Avenue,E 40th St,R
23618,Second Avenue,E 41st St,R
23619,Second Avenue,E 41st St,R
23621,Second Avenue,E 42nd St,R
23622,Second Avenue,E 42nd St,R
23627,Second Avenue,E 43rd St,R
23628,Second Avenue,E 43rd St,R
23629,Second Avenue,E 43rd St,R
23633,Second Avenue,E 44th St,R
23634,Second Avenue,E 44th St,R
23638,Second Avenue,E 45th St,R
23639,Second Avenue,E 45th St,R
23642,Second Avenue,E 46th St,R
23643,Second Avenue,E 46th St,R
23644,Second Avenue,,R
23645,Second Avenue,E 47th St,R
23653,Second Avenue,E 48th St,R
23654,Second Avenue,E 48th St,R
23660,Second Avenue,E 49th St,R
23661,Second Avenue,E 40th St,L
23663,Second Avenue,E 41st St,L
23668,Second Avenue,E 43rd St,L
23673,Second Avenue,E 44th St,L
23674,Second Avenue,E 44th St,L
23675,Second Avenue,E 44th St,L
23680,Second Avenue,E 45th St,L
23681,Second Avenue,E 45th St,L
23693,Second Avenue,E 46th St,L
23695,Second Avenue,E 48th St,L
23703,Second Avenue,E 49th St,L
23708,Second Avenue,E 43rd St,R
23712,Second Avenue,E 44th St,R
23714,Third Avenue,E 42nd St,R
23715,Third Avenue,E 43rd St,R
23716,Third Avenue,E 43rd St,R
23723,Third Avenue,E 44th St,R
23725,Third Avenue,E 45th St,R
23726,Third Avenue,E 45th St,R
23727,Third Avenue,E 45th St,
23731,Third Avenue,E 46th St,R
23733,Third Avenue,E 47th St,R
23734,Third Avenue,E 47th St,R
23737,Third Avenue,E 48th St,R
23740,Third Avenue,E 49th St,R
23742,Third Avenue,E 43rd St,L
23743,Third Avenue,E 43rd St,L
23744,Third Avenue,E 43rd St,L
23749,Third Avenue,E 44th St,L
23751,Third Avenue,E 44th St,L
23752,Third Avenue,E 44th St,L
23757,Third Avenue,E 45th St,L
23758,Third Avenue,E 45th St,L
23759,Third Avenue,E 45th St,L
23760,Third Avenue,E 46th St,L
23763,Third Avenue,E 47th St,L
23764,Third Avenue,E 47th St,L
23769,Third Avenue,E 48th St,L
23771,Third Avenue,E 48th St,L
23774,Third Avenue,E 48th St,L
23775,Third Avenue,E 40th St,R
23777,Third Avenue,E 41st St,R
23782,Third Avenue,,L
23783,Third Avenue,E 41st St,
23784,Third Avenue,,L
23786,Third Avenue,E 41st St,L
23790,Third Avenue,E 47th St,L
23804,Madison,E 46th St,R
23806,Vanderbilt Avenue,Park Ave,R
23813,Vanderbilt Avenue,Park Ave,R
23814,Vanderbilt Avenue,Park Ave,R
23815,Vanderbilt Avenue,E 45th St,L
23820,Seventh Avenue,W 36th St,R
23821,Seventh Avenue,W 35th St,L
23822,Seventh Avenue,W 35th St,L
23826,Seventh Avenue,W 36th St,L
23828,Seventh Avenue,W 36th St,L
23829,Seventh Avenue,W 36th St,R
23833,Seventh Avenue,W 38th St,R
23838,Seventh Avenue,W 40th St,R
23843,Seventh Avenue,W 41st St,R
23844,Seventh Avenue,W 36th St,L
23847,Seventh Avenue,W 37th St,L
23848,Seventh Avenue,W 37th St,L
23853,Seventh Avenue,W 38th St,L
23854,Seventh Avenue,W 38th St,L
23860,Seventh Avenue,W 39th St,
23861,Seventh Avenue,W 39th St,L
23863,Seventh Avenue,W 40th St,L
23864,Seventh Avenue,W 40th St,L
23865,Seventh Avenue,W 40th St,L
23866,Seventh Avenue,W 40th St,L
23868,Seventh Avenue,W 39th St,L
23869,Seventh Avenue,W 41st St,L
23870,Seventh Avenue,W 41st St,L
23871,Seventh Avenue,W 41st St,L
23872,42nd Street,W 40th St,R
23873,Broadway,W 35th St,R
23874,Broadway,W 35th St,
23877,Broadway,W 36th St,R
23880,Broadway,W 37th St,R
23885,Broadway,W 38th St,R
23887,Broadway,W 38th St,R
23889,Broadway,W 39th St,R
23892,Broadway,W 39th St,R
23897,Broadway,W 40th St,R
23898,Broadway,W 40th St,R
23902,Broadway,W 41st St,R
23903,Broadway,W 35th St,
23906,Broadway,W 36th St,L
23907,Broadway,W 36th St,L
23908,Broadway,W 36th St,L
23912,Broadway,W 37th St,L
23913,Broadway,W 37th St,L
23914,Broadway,W 37th St,L
23915,Broadway,W 37th St,
23917,Broadway,W 37th St,L
23923,Broadway,W 38th St,L
23924,Broadway,W 38th St,L
23928,Broadway,W 39th St,L
23929,Broadway,W 38th St,L
23930,Broadway,W 39th St,L
23931,Broadway,W 39th St,L
23933,Broadway,W 40th St,L
23934,Broadway,W 40th St,L
23940,Broadway,W 41st St,L
23942,Broadway,W 38th St,
23943,Broadway,W 40th St,R
23947,Eighth Avenue,W 40th St,R
23954,Eighth Avenue,W 39th St,L
23955,Eighth Avenue,W 40th St,R
23957,Eighth Avenue,W 39th St,R
23958,Eighth Avenue,W 36th St,L
23961,Eighth Avenue,W 36th St,R
23964,Eighth Avenue,W 35th St,R
23965,Eighth Avenue,W 39th St,R
23966,Eighth Avenue,W 39th St,R
23970,Eighth Avenue,W 38th St,R
23971,Eighth Avenue,W 38th St,R
23972,Eighth Avenue,W 38th St,R
23973,Eighth Avenue,W 38th St,R
23974,Eighth Avenue,W 39th St,L
23975,Eighth Avenue,W 39th St,L
23980,Eighth Avenue,W 38th St,L
23981,Eighth Avenue,W 38th St,R
23987,Eighth Avenue,W 37th St,R
23988,Eighth Avenue,W 37th St,R
23989,Eighth Avenue,W 38th St,L
23994,Eighth Avenue,W 37th St,L
23995,Eighth Avenue,W 37th St,L
23996,Eighth Avenue,W 37th St,R
23997,Eighth Avenue,W 37th St,
24001,Eighth Avenue,W 36th St,R
24002,Eighth Avenue,W 36th St,R
24003,Eighth Avenue,W 37th St,L
24005,Eighth Avenue,W 38th St,L
24011,Eighth Avenue,W 36th St,L
24012,Eighth Avenue,W 36th St,
24013,Eighth Avenue,W 36th St,L
24016,Eighth Avenue,W 41st St,R
24019,Eighth Avenue,W 40th St,R
24020,Fifth Avenue,W 35th St,L
24027,Fifth Avenue,W 36th St,L
24031,Fifth Avenue,W 37th St,L
24036,Fifth Avenue,W 40th St,L
24037,Ninth Avenue,W 40th St,L
24038,Ninth Avenue,W 40th St,L
24039,Ninth Avenue,PORT AUTHORITY Bus Terminal,L
24040,Ninth Avenue,,L
24041,Seventh Avenue,W 35th St,R
24042,Seventh Avenue,W 36th St,L
