OBJECTID,label,StreetNa_1,county,labelDirec,Angle
1229914,Seventh Avenue,W 15th St,New York County,R,-67.26562952
1229916,Seventh Avenue,W 16th St,New York County,R,-67.29914022
1229918,Seventh Avenue,W 17th St,New York County,R,-67.16634582
1229919,Seventh Avenue,W 17th St,New York County,R,-67.16634582
1229923,Seventh Avenue,W 18th St,New York County,R,-67.09423034
1229925,Seventh Avenue,W 19th St,New York County,R,-67.09423034
1229928,Seventh Avenue,W 20th St,New York County,R,-67.16634582
1229929,Seventh Avenue,W 20th St,New York County,R,-67.16634582
1229933,Seventh Avenue,W 21st St,New York County,R,-67.26562952
1229938,Seventh Avenue,W 14th St,New York County,,-67.02168265
1229943,Seventh Avenue,W 15th St,New York County,L,-66.92326336
1229944,Seventh Avenue,W 15th St,New York County,L,-66.92326336
1229945,Seventh Avenue,W 15th St,New York County,,-66.92326336
1229954,Seventh Avenue,W 16th St,New York County,L,-67.16634582
1229955,Seventh Avenue,W 16th St,New York County,L,-67.16634582
1229956,Seventh Avenue,W 16th St,New York County,L,-67.16634582
1229958,Seventh Avenue,W 17th St,New York County,L,-67.09423034
1229959,Seventh Avenue,W 17th St,New York County,L,-67.09423034
1229960,Seventh Avenue,W 17th St,New York County,L,-67.09423034
1229963,Seventh Avenue,W 18th St,New York County,L,-67.26562952
1229964,Seventh Avenue,W 18th St,New York County,L,-67.26562952
1229966,Seventh Avenue,W 19th St,New York County,L,-67.16634582
1229972,Seventh Avenue,W 20th St,New York County,L,-67.26562952
1229979,Seventh Avenue,W 21st St,New York County,L,-67.09423034
1229980,Seventh Avenue,W 21st St,New York County,L,-67.09423034
1229981,Seventh Avenue,W 21st St,New York County,R,-67.26562952
1229982,Seventh Avenue,W 21st St,New York County,R,-67.26562952
1229986,Seventh Avenue,W 22nd St,New York County,R,-67.09423034
1229987,Seventh Avenue,W 22nd St,New York County,R,-67.09423034
1229988,Seventh Avenue,W 22nd St,New York County,R,-67.09423034
1229989,Seventh Avenue,W 22nd St,New York County,R,-67.09423034
1229991,Seventh Avenue,W 23rd St,New York County,,-67.09423034
1229996,Seventh Avenue,W 21st St,New York County,L,-67.09423034
1230012,Seventh Avenue,W 13th St,New York County,R,-67.56411169
1230013,Seventh Avenue,W 13th St,New York County,R,-67.56411169
1230014,Seventh Avenue,W 13th St,New York County,R,-67.56411169
1230020,Seventh Avenue,W 12th St,New York County,R,-67.07459926
1230022,Seventh Avenue,W 21st St,New York County,R,-67.26562952
1230118,14th Street,,New York County,R,2.602562196
1230163,14th Street,9th Ave,New York County,R,22.24902366
1230191,Seventh Avenue,W 23rd St,New York County,,-66.43460413
1230301,Eighth Avenue,W 15th St,New York County,R,-66.92326336
1230302,Eighth Avenue,W 15th St,New York County,R,-66.92326336
1230308,Eighth Avenue,W 16th St,New York County,R,-67.16634582
1230309,Eighth Avenue,W 16th St,New York County,R,-67.16634582
1230316,Eighth Avenue,W 17th St,New York County,R,-67.09423034
1230324,Eighth Avenue,W 18th St,New York County,R,-67.26562952
1230325,Eighth Avenue,W 18th St,New York County,R,-67.26562952
1230331,Eighth Avenue,W 19th St,New York County,R,-67.16634582
1230332,Eighth Avenue,W 19th St,New York County,R,-67.16634582
1230333,Eighth Avenue,W 19th St,New York County,R,-67.16634582
1230340,Eighth Avenue,W 20th St,New York County,R,-67.26562952
1230341,Eighth Avenue,W 20th St,New York County,R,-67.26562952
1230342,Eighth Avenue,W 20th St,New York County,R,-67.26562952
1230347,Eighth Avenue,W 21st St,New York County,R,-67.09423034
1230348,Eighth Avenue,W 21st St,New York County,R,-67.09423034
1230349,Eighth Avenue,W 21st St,New York County,R,-67.09423034
1230358,Eighth Avenue,W 22nd St,New York County,R,-67.26562953
1230359,Eighth Avenue,W 22nd St,New York County,R,-67.26562953
1230360,Eighth Avenue,W 22nd St,New York County,R,-67.26562953
1230368,Eighth Avenue,W 23rd St,New York County,R,-67.57413808
1230374,Eighth Avenue,W 15th St,New York County,L,-67.10164663
1230379,Eighth Avenue,W 17th St,New York County,L,-67.26562952
1230380,Eighth Avenue,W 17th St,New York County,L,-67.26562952
1230381,Eighth Avenue,W 17th St,New York County,L,-67.26562952
1230388,Eighth Avenue,W 18th St,New York County,L,-67.09423034
1230389,Eighth Avenue,W 18th St,New York County,L,-67.09423034
1230394,Eighth Avenue,W 19th St,New York County,L,-67.02168265
1230395,Eighth Avenue,W 19th St,New York County,L,-67.02168265
1230397,Eighth Avenue,W 20th St,New York County,L,-67.09423034
1230398,Eighth Avenue,W 20th St,New York County,L,-67.09423034
1230405,Eighth Avenue,W 21st St,New York County,L,-67.16634582
1230406,Eighth Avenue,W 21st St,New York County,L,-67.16634582
1230407,Eighth Avenue,W 21st St,New York County,L,-67.16634582
1230408,Eighth Avenue,W 21st St,New York County,L,-67.16634582
1230409,Eighth Avenue,W 22nd St,New York County,L,-67.09423034
1230410,Eighth Avenue,W 22nd St,New York County,L,-67.09423034
1230419,Eighth Avenue,W 23rd St,New York County,L,-67.86450812
1230426,Eighth Avenue,W 17th St,New York County,R,-67.09423034
1230427,Eighth Avenue,W 20th St,New York County,L,-67.09423034
1230431,Fifth Avenue,W 14th St,New York County,L,-67.10273688
1230434,Fifth Avenue,W 15th St,New York County,L,-67.10273688
1230441,Fifth Avenue,W 17th St,New York County,L,-67.10273688
1230442,Fifth Avenue,W 17th St,New York County,L,-67.10273688
1230444,Fifth Avenue,W 18th St,New York County,L,-67.10273688
1230445,Fifth Avenue,W 18th St,New York County,L,-67.10273688
1230449,Fifth Avenue,W 19th St,New York County,L,-67.1902889
1230455,Fifth Avenue,W 20th St,New York County,L,-67.10273688
1230459,Fifth Avenue,W 15th St,New York County,L,-67.10273688
1230460,Fifth Avenue,W 13th St,New York County,L,-67.12380999
1230461,Greenwich Avenue,W 13th St,New York County,R,-67.84188988
1230471,Greenwich Avenue,W 11th St,New York County,R,-67.60971872
1230490,Greenwich Avenue,W 10th St,New York County,R,82.40535663
1230491,Ninth Avenue,W 23rd St,New York County,R,-67.03622694
1230495,Ninth Avenue,W 22nd St,New York County,R,-67.09423034
1230496,Ninth Avenue,W 22nd St,New York County,R,-67.09423034
1230497,Ninth Avenue,W 22nd St,New York County,R,-67.09423034
1230501,Ninth Avenue,W 21st St,New York County,R,-67.16634582
1230502,Ninth Avenue,W 21st St,New York County,R,-67.16634582
1230503,Ninth Avenue,W 21st St,New York County,R,-67.16634582
1230508,Ninth Avenue,W 20th St,New York County,R,-67.09423034
1230510,Ninth Avenue,W 20th St,New York County,R,-67.09423034
1230511,Ninth Avenue,W 20th St,New York County,,-67.09423034
1230512,Ninth Avenue,W 20th St,New York County,R,-67.09423034
1230517,Ninth Avenue,W 19th St,New York County,R,-67.02168265
1230518,Ninth Avenue,W 19th St,New York County,R,-67.02168265
1230519,Ninth Avenue,W 19th St,New York County,R,-67.02168265
1230525,Ninth Avenue,W 18th St,New York County,R,-67.09423034
1230526,Ninth Avenue,W 18th St,New York County,R,-67.09423034
1230527,Ninth Avenue,W 18th St,New York County,R,-67.09423034
1230536,Ninth Avenue,W 17th St,New York County,R,-67.26562952
1230537,Ninth Avenue,W 17th St,New York County,R,-67.26562952
1230539,Ninth Avenue,W 16th St,New York County,R,-67.13957627
1230541,Ninth Avenue,W 15th St,New York County,R,-67.10164663
1230545,Ninth Avenue,W 22nd St,New York County,L,-67.09423034
1230546,Ninth Avenue,W 22nd St,New York County,L,-67.09423034
1230552,Ninth Avenue,W 21st St,New York County,L,-67.26562952
1230553,Ninth Avenue,W 20th St,New York County,L,-67.09423034
1230554,Ninth Avenue,W 20th St,New York County,L,-67.09423034
1230558,Ninth Avenue,W 19th St,New York County,,-67.14805215
1230564,Ninth Avenue,W 17th St,New York County,L,-67.16634582
1230565,Ninth Avenue,W 16th St,New York County,L,-67.06014431
1230566,Ninth Avenue,W 15th St,New York County,L,-67.24902366
1230568,Ninth Avenue,W 14th St,New York County,L,-69.14554195
1230569,Ninth Avenue,W 24th St,New York County,L,-67.16634582
1230573,Ninth Avenue,W 23rd St,New York County,L,-66.85029666
1230576,Ninth Avenue,W 21st St,New York County,R,-67.16634582
1230581,Ninth Avenue,W 15th St,New York County,L,-67.24902366
1230583,Ninth Avenue,W 19th St,New York County,R,-67.02168265
1230588,Seventh Avenue,Clarkson St,New York County,L,84.64417496
1230590,Seventh Avenue,W 13th St,New York County,R,-67.56411169
1230596,Seventh Avenue,W 20th St,New York County,L,-67.26562952
1230600,Seventh Avenue,W 24th St,New York County,R,-67.40859086
1230602,Seventh Avenue,W 22nd St,New York County,L,-67.26562953
1230603,Seventh Avenue,W 22nd St,New York County,L,-67.26562953
1230604,Seventh Avenue,W 22nd St,New York County,L,-67.26562953
1230610,Seventh Avenue,W 24th St,New York County,L,-67.03316643
1230613,SixthAvenue,W 14th St,New York County,,-67.10273688
1230618,SixthAvenue,W 15th St,New York County,R,-67.10273688
1230619,SixthAvenue,W 15th St,New York County,R,-67.10273688
1230622,SixthAvenue,W 16th St,New York County,R,-67.10273688
1230623,SixthAvenue,W 16th St,New York County,R,-67.10273688
1230624,SixthAvenue,W 16th St,New York County,R,-67.10273688
1230626,SixthAvenue,W 17th St,New York County,R,-67.10273688
1230628,SixthAvenue,W 18th St,New York County,R,-67.10273688
1230631,SixthAvenue,W 18th St,New York County,R,-67.10273688
1230632,SixthAvenue,W 19th St,New York County,R,-67.1902889
1230634,SixthAvenue,W 20th St,New York County,R,-67.10273688
1230636,SixthAvenue,W 14th St,New York County,L,-67.38013506
1230640,SixthAvenue,W 15th St,New York County,L,-67.26562952
1230641,SixthAvenue,W 15th St,New York County,L,-67.26562952
1230647,SixthAvenue,W 17th St,New York County,,-67.16634582
1230648,SixthAvenue,W 17th St,New York County,L,-67.16634582
1230649,SixthAvenue,W 17th St,New York County,L,-67.16634582
1230654,SixthAvenue,W 18th St,New York County,L,-67.09423034
1230655,SixthAvenue,W 19th St,New York County,L,-67.09423034
1230656,SixthAvenue,W 19th St,New York County,L,-67.09423034
1230657,SixthAvenue,W 19th St,New York County,,-67.09423034
1230660,SixthAvenue,W 20th St,New York County,L,-67.16634582
1230662,SixthAvenue,W 4th St,New York County,R,-64.11297373
1230664,SixthAvenue,Washington Pl,New York County,R,-64.093492
1230666,SixthAvenue,Washington Pl,New York County,R,-64.093492
1230670,SixthAvenue,Waverly Pl,New York County,R,-63.91108007
1230682,SixthAvenue,W 9th St,New York County,R,-67.61986495
1230683,SixthAvenue,W 9th St,New York County,R,-67.61986495
1230687,SixthAvenue,W 10th St,New York County,R,-67.25390529
1230688,SixthAvenue,W 10th St,New York County,R,-67.25390529
1230689,SixthAvenue,W 10th St,New York County,R,-67.25390529
1230690,SixthAvenue,W 10th St,New York County,R,-67.25390529
1230693,SixthAvenue,W 11th St,New York County,R,-67.10273688
1230694,SixthAvenue,W 11th St,New York County,R,-67.10273688
1230695,SixthAvenue,W 11th St,New York County,R,-67.10273688
1230696,SixthAvenue,W 11th St,New York County,R,-67.10273688
1230702,SixthAvenue,W 12th St,New York County,R,-67.10273688
1230703,SixthAvenue,W 12th St,New York County,R,-67.10273688
1230704,SixthAvenue,W 12th St,New York County,R,-67.10273688
1230705,SixthAvenue,W 12th St,New York County,R,-67.10273688
1230706,SixthAvenue,W 12th St,New York County,R,-67.10273688
1230715,SixthAvenue,W 13th St,New York County,R,-67.75097634
1230716,SixthAvenue,W 10th St,New York County,L,0
1230718,SixthAvenue,W 11th St,New York County,L,-67.60971872
1230719,SixthAvenue,W 11th St,New York County,L,-67.60971872
1230724,SixthAvenue,W 12th St,New York County,L,-67.07459926
1230727,SixthAvenue,W 13th St,New York County,L,-67.06789956
1230735,SixthAvenue,W 14th St,New York County,L,-67.38013506
1230743,Tenth Avenue,W 24th St,New York County,L,-67.79652147
1230747,Tenth Avenue,W 23rd St,New York County,L,-68.19859051
1230749,Tenth Avenue,W 22nd St,New York County,L,-68.40468955
1230750,Tenth Avenue,W 22nd St,New York County,,-68.40468955
1230755,Tenth Avenue,W 19th St,New York County,L,-66.50143432
1230757,Tenth Avenue,,New York County,L,-67.61986494
1230758,Tenth Avenue,W 16th St,New York County,L,-66.92177859
1230760,Tenth Avenue,W 15th St,New York County,L,-66.64443514
1230761,Tenth Avenue,W 24th St,New York County,R,-67.16634582
1230762,Tenth Avenue,W 23rd St,New York County,R,-66.85029666
1230765,Tenth Avenue,W 22nd St,New York County,R,-67.09423034
1230767,Tenth Avenue,W 21st St,New York County,R,-67.26562952
1230769,Tenth Avenue,W 20th St,New York County,R,-67.09423034
1230771,Tenth Avenue,W 19th St,New York County,R,-67.5205656
1230772,Tenth Avenue,W 19th St,New York County,R,-67.5205656
1230776,Tenth Avenue,W 18th St,New York County,R,-66.99112992
1230777,Tenth Avenue,W 18th St,New York County,R,-66.99112992
1230779,Tenth Avenue,W 17th St,New York County,R,-67.16634582
1230780,Tenth Avenue,W 17th St,New York County,R,-67.16634582
1230781,Tenth Avenue,,New York County,,-6.170175097
1230782,Tenth Avenue,W 15th St,New York County,R,-67.24902366
1230783,Tenth Avenue,,New York County,R,24.22774532
1230784,Mac Dougal Street,Bleecker St,New York County,L,-63.43494882
1230792,Sullivan Street,Bleecker St,New York County,R,-64.02560604
1230798,Thompson Street,Bleecker St,New York County,L,-64.02560604
1230811,Bleeker Street,Sullivan St,New York County,R,40.63842735
1230823,West Broadway,Bleecker St,New York County,L,-64.1336432
1230824,Bleeker Street,Laguardia Pl,New York County,,40.33812691
1230826,Bleeker Street,Sullivan St,New York County,R,40.63842735
1230861,Bond Street,Lafayette St,New York County,,37.87498365
1230865,Bowery,Broome St,New York County,L,-67.61986495
1230873,Bowery,Kenmare St,New York County,L,-72.25532838
1230874,Bowery,Kenmare St,New York County,L,-72.25532838
1230875,Bowery,Kenmare St,New York County,L,-72.25532838
1230877,Bowery,Spring St,New York County,L,-67.55724663
1230878,Bowery,Spring St,New York County,L,-67.55724663
1230879,Bowery,Spring St,New York County,L,-67.55724663
1230893,Bowery,Prince St,New York County,L,-66.57130719
1230894,Bowery,Stanton St,New York County,R,-73.89485792
1230895,Bowery,Prince St,New York County,L,-66.57130719
1230896,Bowery,Prince St,New York County,L,-66.57130719
1230910,Bowery,E Houston St,New York County,,-69.80566575
1230912,Bowery,E Houston St,New York County,L,-69.80566575
1230919,Bowery,Bleecker St,New York County,L,-74.68718164
1230920,Bowery,Bleecker St,New York County,L,-74.68718164
1230921,Bowery,Bond St,New York County,,-64.09986032
1230928,Bowery,Great Jones St,New York County,L,-64.49586051
1230929,Bowery,Great Jones St,New York County,,-64.49586051
1230933,Bowery,E 4th St,New York County,L,-63.86358756
1230957,Broadway,Spring St,New York County,L,-63.71173788
1230959,Broadway,Spring St,New York County,,-63.71173788
1230960,Broadway,Spring St,New York County,R,-66.97450799
1230985,Broadway,Prince St,New York County,L,-64.2692944
1231019,Broadway,Bleecker St,New York County,R,-62.8503183
1231020,Broadway,Bleecker St,New York County,L,-64.56378362
1231021,Broadway,Bleecker St,New York County,L,-64.56378362
1231022,Broadway,Bleecker St,New York County,R,-62.8503183
1231044,Broadway,Great Jones St,New York County,R,-65.55604522
1231045,Broadway,W 3rd St,New York County,L,-64.83212985
1231073,Broome Street,Crosby St,New York County,R,40.29794458
1231086,Crosby Street,Spring St,New York County,R,-67.28558765
1231103,Crosby Street,Jersey St,New York County,R,-59.03624347
1231104,Crosby Street,Jersey St,New York County,R,-59.03624347
1231109,Crosby Street,Spring St,New York County,,-66.97450799
1231110,Crosby Street,Spring St,New York County,,-66.97450799
1231168,Houston Street,Greene St,New York County,L,40.72415889
1231201,Houston Street,Greene St,New York County,L,40.72415889
1231210,Houston Street,Mott St,New York County,L,24.28582516
1231215,Houston Street,Bowery,New York County,L,19.87687219
1231216,Houston Street,Mott St,New York County,R,22.9128284
1231219,Avenue C,E Houston St,New York County,L,-72.57013718
1231220,Lafayette Street,Kenmare St,New York County,R,-71.56505118
1231221,Lafayette Street,Cleveland Pl,New York County,R,21.80140949
1231222,Lafayette Street,Cleveland Pl,New York County,R,21.80140949
1231223,Lafayette Street,Cleveland Pl,New York County,R,21.80140949
1231224,Lafayette Street,Cleveland Pl,New York County,R,21.80140949
1231225,Lafayette Street,Cleveland Pl,New York County,R,21.80140949
1231226,Lafayette Street,Cleveland Pl,New York County,R,21.80140949
1231227,Lafayette Street,Spring St,New York County,R,-67.04591346
1231238,Lafayette Street,Prince St,New York County,R,-67.32865638
1231239,Lafayette Street,Prince St,New York County,R,-67.32865638
1231252,Lafayette Street,Spring St,New York County,L,-67.28558765
1231267,Lafayette Street,Jersey St,New York County,L,-59.03624347
1231268,Lafayette Street,Jersey St,New York County,L,-59.03624347
1231274,Lafayette Street,Mulberry St,New York County,,26.30696382
1231276,Lafayette Street,Bleecker St,New York County,R,-63.43494882
1231282,Lafayette Street,E 4th St,New York County,L,-64.05770451
1231285,Lafayette Street,Mulberry St,New York County,,26.30696382
1231288,Houston Street,Lafayette St,New York County,R,38.57652956
1231289,Houston Street,Lafayette St,New York County,R,38.57652956
1231293,Lafayette Street,Mulberry St,New York County,R,26.30696382
1231294,Lafayette Street,Bleecker St,New York County,L,-62.8786966
1231298,Lafayette Street,Bond St,New York County,,-64.09986032
1231299,Lafayette Street,Bond St,New York County,R,-64.09986032
1231301,Lafayette Street,Great Jones St,New York County,,-62.62229723
1231307,Mercer Street,Spring St,New York County,R,-63.71173788
1231315,Mercer Street,Prince St,New York County,R,-64.2692944
1231316,Mercer Street,Great Jones,New York County,R,40.72415889
1231317,Mercer Street,Great Jones,New York County,R,40.72415889
1231318,Mercer Street,Great Jones,New York County,R,40.72415889
1231319,Mercer Street,Great Jones,New York County,R,40.72415889
1231320,Mercer Street,Great Jones,New York County,R,40.72415889
1231321,Mercer Street,Great Jones,New York County,,40.72415889
1231322,Mercer Street,Great Jones,New York County,R,40.72415889
1231323,Mercer Street,Great Jones,New York County,R,40.72415889
1231324,Mercer Street,Great Jones,New York County,,40.72415889
1231350,Mercer Street,Great Jones,New York County,L,40.72415889
1231351,Mercer Street,Great Jones,New York County,L,40.72415889
1231352,Mercer Street,Great Jones,New York County,L,40.72415889
1231353,Mercer Street,Great Jones,New York County,L,40.72415889
1231354,Mercer Street,Great Jones,New York County,L,40.72415889
1231355,Mercer Street,Great Jones,New York County,,40.72415889
1231356,Mercer Street,Great Jones,New York County,L,40.72415889
1231357,Mercer Street,Great Jones,New York County,L,40.72415889
1231358,Mercer Street,Great Jones,New York County,L,40.72415889
1231359,Mercer Street,Great Jones,New York County,L,40.72415889
1231360,Houston Street,Great Jones,New York County,L,40.72415889
1231361,Mercer Street,Great Jones,New York County,R,40.72415889
1231362,Mercer Street,Great Jones,New York County,,40.72415889
1231363,Mercer Street,Great Jones,New York County,R,40.72415889
1231364,Mercer Street,Great Jones,New York County,R,40.72415889
1231372,Mott Street,Spring St,New York County,L,-67.83365418
1231406,Mott Street,Prince St,New York County,R,-66.89367314
1231451,Mulberry Street,Prince St,New York County,R,-67.58385252
1231460,Mulberry Street,Kenmare St,New York County,L,-71.56505118
1231465,Mulberry Street,Spring St,New York County,L,-67.04591346
1231483,Mulberry Street,Prince St,New York County,L,-67.32865638
1231504,Crosby Street,Prince St,New York County,L,-66.37062227
1231555,Mott Street,Prince St,New York County,L,-67.58385252
1231561,Lafayette Street,Prince St,New York County,R,-67.32865638
1231562,Lafayette Street,Prince St,New York County,L,-68.19859051
1231583,Wooster Street,Prince St,New York County,L,-63.43494882
1231588,West Broadway,Prince St,New York County,L,-64.093492
1231605,Bleeker Street,Minetta St,New York County,R,65.70903759
1231607,West Broadway,Spring St,New York County,L,-64.44003483
1231620,Spring Street,Sullivan St,New York County,L,41.6636633
1231627,West Broadway,Spring St,New York County,,-64.44003483
1231631,Spring Street,Thompson St,New York County,R,39.44005274
1231637,Spring Street,Sullivan St,New York County,R,39.44005274
1231653,Greene Street,Spring St,New York County,R,-64.04123074
1231657,Wooster Street,Spring St,New York County,R,-63.43494882
1231673,Greene Street,Spring St,New York County,L,-63.43494882
1231689,Bowery,Spring St,New York County,L,-67.55724663
1231695,Elizabeth Street,Spring St,New York County,L,-67.543061
1231703,Mulberry Street,Spring St,New York County,R,-67.83365418
1231711,Lafayette Street,Spring St,New York County,L,-67.28558765
1231721,Elizabeth Street,Spring St,New York County,R,-67.55724663
1231722,Spring Street,Elizabeth St,New York County,R,21.3093106
1231725,Mott Street,Spring St,New York County,R,-67.543061
1231732,Spring Street,Mulberry St,New York County,R,21.52260011
1231766,Sullivan Street,W Houston St,New York County,R,-64.65382406
1231787,,6/26/2017,,,
1231792,West Broadway,Spring St,New York County,,-64.59228189
1231794,West Broadway,Spring St,New York County,,-64.44003483
1231825,West Broadway,Prince St,New York County,,-64.093492
1231853,West Broadway,Laguardia Pl,New York County,,40.20016388
1231854,West Broadway,Laguardia Pl,New York County,L,40.20016388
1231855,West Broadway,Laguardia Pl,New York County,L,40.20016388
1231856,West Broadway,Laguardia Pl,New York County,,40.20016388
1231857,West Broadway,Laguardia Pl,New York County,L,40.20016388
1231858,West Broadway,Laguardia Pl,New York County,L,40.20016388
1231859,West Broadway,Laguardia Pl,New York County,L,40.20016388
1231860,West Broadway,Bleecker St,New York County,R,-63.43494883
1231861,Third Street,W 3rd St,New York County,L,-63.74134045
1231862,West Broadway,Laguardia Pl,New York County,L,40.33812691
1231863,West Broadway,Laguardia Pl,New York County,L,40.33812691
1231864,West Broadway,Laguardia Pl,New York County,L,40.33812691
1231865,West Broadway,Laguardia Pl,New York County,L,40.33812691
1231866,Broadway,W 3rd St,New York County,L,-64.83212985
1231867,West Broadway,Laguardia Pl,New York County,L,40.33812691
1231868,West Broadway,W 3rd St,New York County,,-63.12186025
1231869,West Broadway,Laguardia Pl,New York County,L,39.98688624
1231870,West Broadway,Washington Sq S,New York County,R,-63.72578785
1231873,Broome Street,W Broadway,New York County,R,40.25706513
1231888,Wooster Street,Spring St,New York County,,-63.43494882
1231911,Houston Street,Wooster St,New York County,L,39.90260026
1231936,Houston Street,Wooster St,New York County,L,39.90260026
1231951,Bowery,Hester St,New York County,L,-70.2239234
1231952,Bowery,Hester St,New York County,L,-70.2239234
1231953,Bowery,Hester St,New York County,L,-70.2239234
1231964,Bowery,Grand St,New York County,L,-70.01689348
1231965,Bowery,Grand St,New York County,L,-70.01689348
1231985,Broadway,Grand St,New York County,,-61.74197039
1231999,Broadway,Broome St,New York County,,-65.09523119
1232004,Broadway,Howard St,New York County,R,-66.63088684
1232016,Broadway,Howard St,New York County,,-60.88385373
1232018,Broadway,Howard St,New York County,L,-60.88385373
1232032,Broadway,White St,New York County,R,-63.82471002
1232038,Broadway,Walker St,New York County,R,-65.49259477
1232049,Broadway,Leonard St,New York County,L,-64.86056761
1232050,Broadway,Worth St,New York County,L,-65.01876039
1232052,Broadway,Leonard St,New York County,L,-64.86056761
1232058,Broadway,Franklin St,New York County,L,-65.22485943
1232063,Broadway,White St,New York County,L,-64.84069808
1232064,Broadway,White St,New York County,L,-64.84069808
1232065,Broadway,White St,New York County,L,-64.84069808
1232070,Broadway,Walker St,New York County,L,-65.44010896
1232071,Broadway,Walker St,New York County,L,-65.44010896
1232075,Broadway,Lispenard St,New York County,L,-63.80780113
1232077,Broadway,Catherine Ln,New York County,R,-60.07787014
1232080,Broadway,Lispenard St,New York County,L,-63.80780113
1232090,Broome Street,Mott St,New York County,,21.52260011
1232096,Broome Street,Mulberry St,New York County,R,21.94869908
1232100,Broome Street,Cleveland Pl,New York County,R,19.65382406
1232142,Broome Street,Greene St,New York County,R,39.84991766
1232147,Broome Street,Wooster St,New York County,,38.05901657
1232148,Wooster Street,Broome St,New York County,L,-62.89187713
1232170,Broome Street,Wooster St,New York County,,41.55261315
1232186,Canal Street,Elizabeth St,New York County,R,31.90810694
1232187,Canal Street,Elizabeth St,New York County,R,31.90810694
1232188,Canal Street,Elizabeth St,New York County,R,31.90810694
1232189,Canal Street,Elizabeth St,New York County,R,31.90810694
1232198,Canal Street,Mott St,New York County,R,32.15229514
1232199,Canal Street,Mott St,New York County,R,32.15229514
1232201,Canal Street,Mott St,New York County,R,32.15229514
1232208,Canal Street,Mulberry St,New York County,R,31.66721643
1232209,Canal Street,Mulberry St,New York County,R,31.66721643
1232210,Canal Street,Mulberry St,New York County,R,31.66721643
1232211,Canal Street,Mulberry St,New York County,R,31.66721643
1232222,Canal Street,Baxter St,New York County,R,31.71513352
1232224,Canal Street,Baxter St,New York County,R,31.71513352
1232231,Canal Street,Centre St,New York County,R,38.65980826
1232232,Canal Street,Centre St,New York County,R,38.65980826
1232234,Canal Street,Lafayette St,New York County,R,42.23614263
1232235,Canal Street,Lafayette St,New York County,R,42.23614263
1232263,Canal Street,Mercer St,New York County,R,40.81508387
1232264,Canal Street,Mercer St,New York County,R,40.81508387
1232272,Canal Street,Greene St,New York County,R,40.3381269
1232279,Canal Street,Wooster St,New York County,,41.29157184
1232280,Canal Street,Wooster St,New York County,R,41.29157184
1232286,Canal Street,W Broadway,New York County,R,40.46222749
1232288,Bowery,Canal St,New York County,L,-71.20011484
1232291,Canal Street,Elizabeth St,New York County,L,32.09259133
1232292,Canal Street,Elizabeth St,New York County,L,32.09259133
1232293,Canal Street,Elizabeth St,New York County,L,32.09259133
1232297,Canal Street,Mott St,New York County,L,31.1757005
1232298,Canal Street,Mott St,New York County,L,31.1757005
1232305,Canal Street,Mulberry St,New York County,L,32.00538321
1232306,Canal Street,Mulberry St,New York County,L,32.00538321
1232308,Canal Street,Walker St,New York County,L,-83.88449644
1232310,Canal Street,Walker St,New York County,L,-73.30075577
1232312,Canal Street,Walker St,New York County,L,-73.30075577
1232313,Canal Street,Walker St,New York County,,-69.86369657
1232314,Canal Street,Walker St,New York County,,-69.86369657
1232315,Canal Street,Walker St,New York County,L,-69.86369657
1232316,Canal Street,Walker St,New York County,,-69.86369657
1232320,Canal Street,Centre St,New York County,L,38.65980825
1232321,Canal Street,Centre St,New York County,L,38.65980825
1232322,Canal Street,Centre St,New York County,L,38.65980825
1232327,Canal Street,Walker St,New York County,L,-65.35322915
1232328,Canal Street,Lafayette St,New York County,L,41.42366562
1232329,Lafayette Street,Canal St,New York County,L,-54.38914756
1232333,Canal Street,Cortlandt Aly,New York County,L,40.74616356
1232334,Canal Street,Cortlandt Aly,New York County,L,40.74616356
1232340,Canal Street,Broadway,New York County,L,41.34777722
1232341,Canal Street,Lispenard St,New York County,,-63.80780113
1232367,Church Street,Worth St,New York County,R,-65.01876039
1232368,Church Street,Leonard St,New York County,R,-64.86056761
1232372,Church Street,Franklin St,New York County,R,-65.69545073
1232376,Church Street,White St,New York County,R,-66.97450799
1232377,Church Street,White St,New York County,R,-66.97450799
1232378,Church Street,White St,New York County,R,-66.97450799
1232382,Church Street,Walker St,New York County,R,-65.44010896
1232383,Church Street,Walker St,New York County,R,-65.44010896
1232387,Church Street,Lispenard St,New York County,R,-63.80780113
1232388,Church Street,Lispenard St,New York County,R,-63.80780113
1232389,Church Street,Lispenard St,New York County,R,-63.80780113
1232390,Church Street,Lispenard St,New York County,R,-63.80780113
1232393,Church Street,Reade St,New York County,L,-65.79072527
1232394,Church Street,Reade St,New York County,L,-65.79072527
1232398,Church Street,Duane St,New York County,L,-65.25325179
1232403,Church Street,Thomas St,New York County,L,-64.88516511
1232404,Church Street,Thomas St,New York County,L,-64.88516511
1232405,Church Street,Thomas St,New York County,L,-64.88516511
1232406,Church Street,Worth St,New York County,,-65.62353138
1232420,Broome Street,Crosby St,New York County,L,39.74972727
1232430,Grand Street,Elizabeth St,New York County,R,21.9824382
1232439,Grand Street,Mott St,New York County,R,21.71393508
1232453,Lafayette Street,Grand St,New York County,L,-63.99665415
1232455,Grand Street,Crosby St,New York County,R,39.74972727
